Day,Endpoint,Method,error_rate
1,/price,GET,1.0692309929445358
2,/price,GET,1.150495077004304
3,/price,GET,1.1026295634789072
4,/price,GET,1.1464989087321664
5,/price,GET,1.1217717736456185
6,/price,GET,1.138752668086344
7,/price,GET,1.1267891335414764
8,/price,GET,1.1372292040746124
9,/price,GET,1.131810470184284
10,/price,GET,1.1357041678605984
11,/price,GET,1.1323798848580067
12,/price,GET,1.1338512812294417
13,/price,GET,1.1322402363023267
14,/price,GET,1.1329706629862735
15,/price,GET,1.1321953822960322
16,/price,GET,1.132694602761966
17,/price,GET,1.1323721163290814
18,/price,GET,1.132670279867831
19,/price,GET,1.1325067708304521
20,/price,GET,1.1326534480551596
21,/price,GET,1.132565219762366
22,/price,GET,1.1326344891452826
23,/price,GET,1.132582791434935
24,/price,GET,1.1326183047100216
25,/price,GET,1.1325926870610659
26,/price,GET,1.1326094263912498
27,/price,GET,1.1325962013955795
28,/price,GET,1.1326051721968384
29,/price,GET,1.1325989758701958
30,/price,GET,1.132602675169684
31,/price,GET,1.1326016578623246
32,/price,GET,1.1326025826871968
33,/price,GET,1.1326019353097863
34,/price,GET,1.1326023977222224
35,/price,GET,1.1326021202747607
36,/price,GET,1.1326023977222224
37,/price,GET,1.132602212757248
38,/price,GET,1.1326023977222224
39,/price,GET,1.132602212757248
40,/price,GET,1.132602212757248
41,/price,GET,1.132602212757248
42,/price,GET,1.132602212757248
43,/price,GET,1.132602212757248
44,/price,GET,1.132602212757248
45,/price,GET,1.132602212757248
46,/price,GET,1.1326023052397352
47,/price,GET,1.132602212757248
48,/price,GET,1.132602212757248
49,/price,GET,1.132602212757248
50,/price,GET,1.132602212757248
51,/price,GET,1.132602212757248
52,/price,GET,1.132602212757248
53,/price,GET,1.132602212757248
54,/price,GET,1.1326023052397352
55,/price,GET,1.132602212757248
56,/price,GET,1.132602212757248
57,/price,GET,1.132602212757248
58,/price,GET,1.132602212757248
59,/price,GET,1.132602212757248
60,/price,GET,1.132602212757248
61,/price,GET,1.132602212757248
62,/price,GET,1.132602212757248
63,/price,GET,1.132602212757248
64,/price,GET,1.132602212757248
65,/price,GET,1.132602212757248
66,/price,GET,1.132602212757248
67,/price,GET,1.132602212757248
68,/price,GET,1.132602212757248
69,/price,GET,1.132602212757248
70,/price,GET,1.132602212757248
71,/price,GET,1.132602212757248
72,/price,GET,1.132602212757248
73,/price,GET,1.132602212757248
74,/price,GET,1.132602212757248
75,/price,GET,1.132602212757248
76,/price,GET,1.132602212757248
77,/price,GET,1.132602212757248
78,/price,GET,1.132602212757248
79,/price,GET,1.132602212757248
80,/price,GET,1.132602212757248
81,/price,GET,1.132602212757248
82,/price,GET,1.132602212757248
83,/price,GET,1.132602212757248
84,/price,GET,1.132602212757248
85,/price,GET,1.132602212757248
86,/price,GET,1.132602212757248
87,/price,GET,1.132602212757248
88,/price,GET,1.132602212757248
89,/price,GET,1.132602212757248
90,/price,GET,1.132602212757248
91,/price,GET,1.132602212757248
92,/price,GET,1.132602212757248
93,/price,GET,1.132602212757248
94,/price,GET,1.132602212757248
95,/price,GET,1.132602212757248
96,/price,GET,1.132602212757248
97,/price,GET,1.132602212757248
98,/price,GET,1.132602212757248
99,/price,GET,1.132602212757248
100,/price,GET,1.132602212757248
101,/price,GET,1.132602212757248
102,/price,GET,1.132602212757248
103,/price,GET,1.132602212757248
104,/price,GET,1.132602212757248
105,/price,GET,1.132602212757248
106,/price,GET,1.132602212757248
107,/price,GET,1.132602212757248
108,/price,GET,1.132602212757248
109,/price,GET,1.132602212757248
110,/price,GET,1.132602212757248
111,/price,GET,1.132602212757248
112,/price,GET,1.132602212757248
113,/price,GET,1.132602212757248
114,/price,GET,1.132602212757248
115,/price,GET,1.132602212757248
116,/price,GET,1.132602212757248
117,/price,GET,1.132602212757248
118,/price,GET,1.132602212757248
119,/price,GET,1.132602212757248
120,/price,GET,1.132602212757248
121,/price,GET,1.132602212757248
122,/price,GET,1.132602212757248
123,/price,GET,1.132602212757248
124,/price,GET,1.132602212757248
125,/price,GET,1.132602212757248
126,/price,GET,1.132602212757248
127,/price,GET,1.132602212757248
128,/price,GET,1.132602212757248
129,/price,GET,1.132602212757248
130,/price,GET,1.132602212757248
131,/price,GET,1.132602212757248
132,/price,GET,1.132602212757248
133,/price,GET,1.132602212757248
134,/price,GET,1.132602212757248
135,/price,GET,1.132602212757248
136,/price,GET,1.132602212757248
137,/price,GET,1.132602212757248
138,/price,GET,1.132602212757248
139,/price,GET,1.132602212757248
140,/price,GET,1.132602212757248
141,/price,GET,1.132602212757248
142,/price,GET,1.132602212757248
143,/price,GET,1.132602212757248
144,/price,GET,1.132602212757248
145,/price,GET,1.132602212757248
146,/price,GET,1.132602212757248
147,/price,GET,1.132602212757248
148,/price,GET,1.132602212757248
149,/price,GET,1.132602212757248
150,/price,GET,1.132602212757248
151,/price,GET,1.132602212757248
152,/price,GET,1.132602212757248
153,/price,GET,1.132602212757248
154,/price,GET,1.132602212757248
155,/price,GET,1.132602212757248
156,/price,GET,1.132602212757248
157,/price,GET,1.132602212757248
158,/price,GET,1.132602212757248
159,/price,GET,1.132602212757248
160,/price,GET,1.132602212757248
161,/price,GET,1.132602212757248
162,/price,GET,1.132602212757248
163,/price,GET,1.132602212757248
164,/price,GET,1.132602212757248
165,/price,GET,1.132602212757248
166,/price,GET,1.132602212757248
167,/price,GET,1.132602212757248
168,/price,GET,1.132602212757248
169,/price,GET,1.132602212757248
170,/price,GET,1.132602212757248
171,/price,GET,1.132602212757248
172,/price,GET,1.132602212757248
173,/price,GET,1.132602212757248
174,/price,GET,1.132602212757248
175,/price,GET,1.132602212757248
176,/price,GET,1.132602212757248
177,/price,GET,1.132602212757248
178,/price,GET,1.132602212757248
179,/price,GET,1.132602212757248
180,/price,GET,1.132602212757248
1,/price,PUT,1.1347004274854247
2,/price,PUT,1.2125923680537762
3,/price,PUT,1.1705466747093862
4,/price,PUT,1.2016237858281953
5,/price,PUT,1.1800165548368824
6,/price,PUT,1.187176541731877
7,/price,PUT,1.186671589162478
8,/price,PUT,1.1853376742875386
9,/price,PUT,1.1873836925548724
10,/price,PUT,1.185810136129934
11,/price,PUT,1.1864229722735273
12,/price,PUT,1.1861152976542775
13,/price,PUT,1.1862957019671982
14,/price,PUT,1.186272186579146
15,/price,PUT,1.1862680579232283
16,/price,PUT,1.18628062339776
17,/price,PUT,1.1862698529910185
18,/price,PUT,1.1862709300316927
19,/price,PUT,1.1862684169367863
20,/price,PUT,1.1862705710181347
21,/price,PUT,1.1862702120045767
22,/price,PUT,1.1862698529910185
23,/price,PUT,1.1862702120045767
24,/price,PUT,1.1862700324977975
25,/price,PUT,1.1862700324977975
26,/price,PUT,1.1862702120045767
27,/price,PUT,1.1862700324977975
28,/price,PUT,1.1862702120045767
29,/price,PUT,1.1862700324977975
30,/price,PUT,1.1862702120045767
31,/price,PUT,1.1862702120045767
32,/price,PUT,1.1862700324977975
33,/price,PUT,1.1862700324977975
34,/price,PUT,1.1862700324977975
35,/price,PUT,1.1862702120045767
36,/price,PUT,1.1862702120045767
37,/price,PUT,1.1862700324977975
38,/price,PUT,1.1862702120045767
39,/price,PUT,1.1862700324977975
40,/price,PUT,1.1862702120045767
41,/price,PUT,1.1862702120045767
42,/price,PUT,1.1862702120045767
43,/price,PUT,1.1862702120045767
44,/price,PUT,1.1862702120045767
45,/price,PUT,1.1862702120045767
46,/price,PUT,1.1862702120045767
47,/price,PUT,1.1862702120045767
48,/price,PUT,1.1862702120045767
49,/price,PUT,1.1862702120045767
50,/price,PUT,1.1862700324977975
51,/price,PUT,1.1862700324977975
52,/price,PUT,1.1862702120045767
53,/price,PUT,1.1862700324977975
54,/price,PUT,1.1862700324977975
55,/price,PUT,1.1862702120045767
56,/price,PUT,1.1862702120045767
57,/price,PUT,1.1862700324977975
58,/price,PUT,1.1862702120045767
59,/price,PUT,1.1862700324977975
60,/price,PUT,1.1862700324977975
61,/price,PUT,1.1862702120045767
62,/price,PUT,1.1862700324977975
63,/price,PUT,1.1862700324977975
64,/price,PUT,1.1862700324977975
65,/price,PUT,1.1862700324977975
66,/price,PUT,1.1862702120045767
67,/price,PUT,1.1862700324977975
68,/price,PUT,1.1862700324977975
69,/price,PUT,1.1862702120045767
70,/price,PUT,1.1862702120045767
71,/price,PUT,1.1862700324977975
72,/price,PUT,1.1862702120045767
73,/price,PUT,1.1862702120045767
74,/price,PUT,1.1862700324977975
75,/price,PUT,1.1862700324977975
76,/price,PUT,1.1862700324977975
77,/price,PUT,1.1862700324977975
78,/price,PUT,1.1862702120045767
79,/price,PUT,1.1862702120045767
80,/price,PUT,1.1862700324977975
81,/price,PUT,1.1862702120045767
82,/price,PUT,1.1862702120045767
83,/price,PUT,1.1862700324977975
84,/price,PUT,1.1862700324977975
85,/price,PUT,1.1862700324977975
86,/price,PUT,1.1862702120045767
87,/price,PUT,1.1862700324977975
88,/price,PUT,1.1862700324977975
89,/price,PUT,1.1862700324977975
90,/price,PUT,1.1862700324977975
91,/price,PUT,1.1862702120045767
92,/price,PUT,1.1862700324977975
93,/price,PUT,1.1862700324977975
94,/price,PUT,1.1862702120045767
95,/price,PUT,1.1862700324977975
96,/price,PUT,1.1862700324977975
97,/price,PUT,1.1862700324977975
98,/price,PUT,1.1862700324977975
99,/price,PUT,1.1862702120045767
100,/price,PUT,1.1862700324977975
101,/price,PUT,1.1862700324977975
102,/price,PUT,1.1862702120045767
103,/price,PUT,1.1862700324977975
104,/price,PUT,1.1862700324977975
105,/price,PUT,1.1862700324977975
106,/price,PUT,1.1862700324977975
107,/price,PUT,1.1862702120045767
108,/price,PUT,1.1862700324977975
109,/price,PUT,1.1862700324977975
110,/price,PUT,1.1862702120045767
111,/price,PUT,1.1862700324977975
112,/price,PUT,1.1862700324977975
113,/price,PUT,1.1862700324977975
114,/price,PUT,1.1862700324977975
115,/price,PUT,1.1862700324977975
116,/price,PUT,1.1862700324977975
117,/price,PUT,1.1862700324977975
118,/price,PUT,1.1862702120045767
119,/price,PUT,1.1862700324977975
120,/price,PUT,1.1862700324977975
121,/price,PUT,1.1862700324977975
122,/price,PUT,1.1862700324977975
123,/price,PUT,1.1862700324977975
124,/price,PUT,1.1862700324977975
125,/price,PUT,1.1862700324977975
126,/price,PUT,1.1862700324977975
127,/price,PUT,1.1862700324977975
128,/price,PUT,1.1862700324977975
129,/price,PUT,1.1862700324977975
130,/price,PUT,1.1862702120045767
131,/price,PUT,1.1862702120045767
132,/price,PUT,1.1862702120045767
133,/price,PUT,1.1862700324977975
134,/price,PUT,1.1862700324977975
135,/price,PUT,1.1862702120045767
136,/price,PUT,1.1862702120045767
137,/price,PUT,1.1862700324977975
138,/price,PUT,1.1862702120045767
139,/price,PUT,1.1862700324977975
140,/price,PUT,1.1862700324977975
141,/price,PUT,1.1862700324977975
142,/price,PUT,1.1862700324977975
143,/price,PUT,1.1862702120045767
144,/price,PUT,1.1862700324977975
145,/price,PUT,1.1862700324977975
146,/price,PUT,1.1862702120045767
147,/price,PUT,1.1862700324977975
148,/price,PUT,1.1862700324977975
149,/price,PUT,1.1862700324977975
150,/price,PUT,1.1862702120045767
151,/price,PUT,1.1862700324977975
152,/price,PUT,1.1862700324977975
153,/price,PUT,1.1862702120045767
154,/price,PUT,1.1862702120045767
155,/price,PUT,1.1862700324977975
156,/price,PUT,1.1862700324977975
157,/price,PUT,1.1862700324977975
158,/price,PUT,1.1862702120045767
159,/price,PUT,1.1862702120045767
160,/price,PUT,1.1862700324977975
161,/price,PUT,1.1862700324977975
162,/price,PUT,1.1862702120045767
163,/price,PUT,1.1862702120045767
164,/price,PUT,1.1862700324977975
165,/price,PUT,1.1862700324977975
166,/price,PUT,1.1862700324977975
167,/price,PUT,1.1862702120045767
168,/price,PUT,1.1862700324977975
169,/price,PUT,1.1862700324977975
170,/price,PUT,1.1862702120045767
171,/price,PUT,1.1862700324977975
172,/price,PUT,1.1862700324977975
173,/price,PUT,1.1862702120045767
174,/price,PUT,1.1862702120045767
175,/price,PUT,1.1862700324977975
176,/price,PUT,1.1862700324977975
177,/price,PUT,1.1862702120045767
178,/price,PUT,1.1862700324977975
179,/price,PUT,1.1862700324977975
180,/price,PUT,1.1862700324977975
1,/price,POST,1.15141619862678
2,/price,POST,1.174570136306364
3,/price,POST,1.1656581336140557
4,/price,POST,1.1786573255686537
5,/price,POST,1.183670244983747
6,/price,POST,1.179821253244457
7,/price,POST,1.1783720139767668
8,/price,POST,1.179694535665126
9,/price,POST,1.1790845923755338
10,/price,POST,1.179014884571009
11,/price,POST,1.1791272402408648
12,/price,POST,1.1790315233685713
13,/price,POST,1.1790730327898589
14,/price,POST,1.179085905964815
15,/price,POST,1.1791443169015212
16,/price,POST,1.1791124404682962
17,/price,POST,1.179133808187271
18,/price,POST,1.1791193587051774
19,/price,POST,1.1791275029587212
20,/price,POST,1.1791224237468336
21,/price,POST,1.1791257515063462
22,/price,POST,1.179124437917065
23,/price,POST,1.1791252260706337
24,/price,POST,1.1791247006349213
25,/price,POST,1.1791249633527774
26,/price,POST,1.1791248757801587
27,/price,POST,1.1791248757801587
28,/price,POST,1.1791248757801587
29,/price,POST,1.1791248757801587
30,/price,POST,1.1791248757801587
31,/price,POST,1.1791248757801587
32,/price,POST,1.1791248757801587
33,/price,POST,1.1791248757801587
34,/price,POST,1.1791248757801587
35,/price,POST,1.1791248757801587
36,/price,POST,1.1791248757801587
37,/price,POST,1.1791248757801587
38,/price,POST,1.1791248757801587
39,/price,POST,1.1791248757801587
40,/price,POST,1.1791248757801587
41,/price,POST,1.1791248757801587
42,/price,POST,1.1791248757801587
43,/price,POST,1.17912478820754
44,/price,POST,1.1791248757801587
45,/price,POST,1.1791248757801587
46,/price,POST,1.1791248757801587
47,/price,POST,1.1791248757801587
48,/price,POST,1.17912478820754
49,/price,POST,1.1791248757801587
50,/price,POST,1.1791248757801587
51,/price,POST,1.1791248757801587
52,/price,POST,1.1791248757801587
53,/price,POST,1.1791248757801587
54,/price,POST,1.17912478820754
55,/price,POST,1.1791248757801587
56,/price,POST,1.1791248757801587
57,/price,POST,1.1791248757801587
58,/price,POST,1.1791248757801587
59,/price,POST,1.1791248757801587
60,/price,POST,1.1791248757801587
61,/price,POST,1.1791248757801587
62,/price,POST,1.1791248757801587
63,/price,POST,1.1791248757801587
64,/price,POST,1.1791248757801587
65,/price,POST,1.1791248757801587
66,/price,POST,1.1791248757801587
67,/price,POST,1.1791248757801587
68,/price,POST,1.1791248757801587
69,/price,POST,1.1791248757801587
70,/price,POST,1.17912478820754
71,/price,POST,1.1791248757801587
72,/price,POST,1.1791248757801587
73,/price,POST,1.1791248757801587
74,/price,POST,1.1791248757801587
75,/price,POST,1.1791248757801587
76,/price,POST,1.17912478820754
77,/price,POST,1.1791248757801587
78,/price,POST,1.17912478820754
79,/price,POST,1.1791248757801587
80,/price,POST,1.1791248757801587
81,/price,POST,1.1791248757801587
82,/price,POST,1.1791248757801587
83,/price,POST,1.17912478820754
84,/price,POST,1.1791248757801587
85,/price,POST,1.1791248757801587
86,/price,POST,1.17912478820754
87,/price,POST,1.1791248757801587
88,/price,POST,1.1791248757801587
89,/price,POST,1.1791248757801587
90,/price,POST,1.1791248757801587
91,/price,POST,1.1791248757801587
92,/price,POST,1.17912478820754
93,/price,POST,1.17912478820754
94,/price,POST,1.1791248757801587
95,/price,POST,1.1791248757801587
96,/price,POST,1.1791248757801587
97,/price,POST,1.1791248757801587
98,/price,POST,1.1791248757801587
99,/price,POST,1.1791248757801587
100,/price,POST,1.1791248757801587
101,/price,POST,1.1791248757801587
102,/price,POST,1.1791248757801587
103,/price,POST,1.1791248757801587
104,/price,POST,1.1791248757801587
105,/price,POST,1.1791248757801587
106,/price,POST,1.1791248757801587
107,/price,POST,1.1791248757801587
108,/price,POST,1.1791248757801587
109,/price,POST,1.1791248757801587
110,/price,POST,1.1791248757801587
111,/price,POST,1.1791248757801587
112,/price,POST,1.1791248757801587
113,/price,POST,1.17912478820754
114,/price,POST,1.17912478820754
115,/price,POST,1.1791248757801587
116,/price,POST,1.1791248757801587
117,/price,POST,1.1791248757801587
118,/price,POST,1.1791248757801587
119,/price,POST,1.17912478820754
120,/price,POST,1.1791248757801587
121,/price,POST,1.1791248757801587
122,/price,POST,1.17912478820754
123,/price,POST,1.1791248757801587
124,/price,POST,1.1791248757801587
125,/price,POST,1.1791248757801587
126,/price,POST,1.17912478820754
127,/price,POST,1.17912478820754
128,/price,POST,1.1791248757801587
129,/price,POST,1.1791248757801587
130,/price,POST,1.1791248757801587
131,/price,POST,1.1791248757801587
132,/price,POST,1.1791248757801587
133,/price,POST,1.1791248757801587
134,/price,POST,1.1791248757801587
135,/price,POST,1.1791248757801587
136,/price,POST,1.1791248757801587
137,/price,POST,1.1791248757801587
138,/price,POST,1.1791248757801587
139,/price,POST,1.1791248757801587
140,/price,POST,1.17912478820754
141,/price,POST,1.1791248757801587
142,/price,POST,1.1791248757801587
143,/price,POST,1.1791248757801587
144,/price,POST,1.1791248757801587
145,/price,POST,1.1791248757801587
146,/price,POST,1.1791248757801587
147,/price,POST,1.17912478820754
148,/price,POST,1.17912478820754
149,/price,POST,1.1791248757801587
150,/price,POST,1.1791248757801587
151,/price,POST,1.1791248757801587
152,/price,POST,1.1791248757801587
153,/price,POST,1.1791248757801587
154,/price,POST,1.1791248757801587
155,/price,POST,1.1791248757801587
156,/price,POST,1.1791248757801587
157,/price,POST,1.1791248757801587
158,/price,POST,1.1791248757801587
159,/price,POST,1.1791248757801587
160,/price,POST,1.1791248757801587
161,/price,POST,1.17912478820754
162,/price,POST,1.1791248757801587
163,/price,POST,1.1791248757801587
164,/price,POST,1.1791248757801587
165,/price,POST,1.1791248757801587
166,/price,POST,1.1791248757801587
167,/price,POST,1.1791248757801587
168,/price,POST,1.1791248757801587
169,/price,POST,1.1791248757801587
170,/price,POST,1.1791248757801587
171,/price,POST,1.1791248757801587
172,/price,POST,1.1791248757801587
173,/price,POST,1.1791248757801587
174,/price,POST,1.1791248757801587
175,/price,POST,1.1791248757801587
176,/price,POST,1.1791248757801587
177,/price,POST,1.17912478820754
178,/price,POST,1.1791248757801587
179,/price,POST,1.1791248757801587
180,/price,POST,1.1791248757801587
1,/users,GET,1.1387047601837779
2,/users,GET,1.1106647987588887
3,/users,GET,1.083152779994
4,/users,GET,1.0591972078564935
5,/users,GET,1.0377616783053358
6,/users,GET,1.033562535008039
7,/users,GET,1.0386729383210067
8,/users,GET,1.0418072905707751
9,/users,GET,1.0434383374602718
10,/users,GET,1.0433085550351548
11,/users,GET,1.0436953048066435
12,/users,GET,1.0432770139168277
13,/users,GET,1.043312080218968
14,/users,GET,1.04310010535021
15,/users,GET,1.0431138350134819
16,/users,GET,1.04307672781545
17,/users,GET,1.0430943537345152
18,/users,GET,1.043103630534023
19,/users,GET,1.0431142988534574
20,/users,GET,1.0431176385012801
21,/users,GET,1.043118566181231
22,/users,GET,1.0431172674292999
23,/users,GET,1.0431170818933098
24,/users,GET,1.043116246981354
25,/users,GET,1.0431160614453638
26,/users,GET,1.0431158759093737
27,/users,GET,1.0431159686773688
28,/users,GET,1.0431159686773688
29,/users,GET,1.043116154213359
30,/users,GET,1.0431160614453638
31,/users,GET,1.0431160614453638
32,/users,GET,1.043116154213359
33,/users,GET,1.043116154213359
34,/users,GET,1.0431160614453638
35,/users,GET,1.0431160614453638
36,/users,GET,1.043116154213359
37,/users,GET,1.0431160614453638
38,/users,GET,1.043116154213359
39,/users,GET,1.0431160614453638
40,/users,GET,1.0431159686773688
41,/users,GET,1.043116154213359
42,/users,GET,1.0431160614453638
43,/users,GET,1.0431160614453638
44,/users,GET,1.043116154213359
45,/users,GET,1.0431160614453638
46,/users,GET,1.0431160614453638
47,/users,GET,1.0431160614453638
48,/users,GET,1.0431160614453638
49,/users,GET,1.043116154213359
50,/users,GET,1.0431160614453638
51,/users,GET,1.0431160614453638
52,/users,GET,1.0431160614453638
53,/users,GET,1.043116154213359
54,/users,GET,1.043116154213359
55,/users,GET,1.0431160614453638
56,/users,GET,1.043116154213359
57,/users,GET,1.043116154213359
58,/users,GET,1.0431159686773688
59,/users,GET,1.043116154213359
60,/users,GET,1.0431160614453638
61,/users,GET,1.0431160614453638
62,/users,GET,1.0431160614453638
63,/users,GET,1.0431159686773688
64,/users,GET,1.043116154213359
65,/users,GET,1.0431160614453638
66,/users,GET,1.0431160614453638
67,/users,GET,1.043116154213359
68,/users,GET,1.043116154213359
69,/users,GET,1.0431160614453638
70,/users,GET,1.0431160614453638
71,/users,GET,1.0431160614453638
72,/users,GET,1.0431160614453638
73,/users,GET,1.043116154213359
74,/users,GET,1.0431160614453638
75,/users,GET,1.0431160614453638
76,/users,GET,1.0431160614453638
77,/users,GET,1.043116154213359
78,/users,GET,1.0431160614453638
79,/users,GET,1.043116154213359
80,/users,GET,1.0431160614453638
81,/users,GET,1.043116154213359
82,/users,GET,1.0431160614453638
83,/users,GET,1.043116154213359
84,/users,GET,1.0431160614453638
85,/users,GET,1.0431159686773688
86,/users,GET,1.043116154213359
87,/users,GET,1.0431160614453638
88,/users,GET,1.0431160614453638
89,/users,GET,1.0431160614453638
90,/users,GET,1.0431160614453638
91,/users,GET,1.043116154213359
92,/users,GET,1.043116154213359
93,/users,GET,1.0431159686773688
94,/users,GET,1.0431160614453638
95,/users,GET,1.0431160614453638
96,/users,GET,1.043116154213359
97,/users,GET,1.043116154213359
98,/users,GET,1.0431160614453638
99,/users,GET,1.043116154213359
100,/users,GET,1.0431160614453638
101,/users,GET,1.043116154213359
102,/users,GET,1.043116154213359
103,/users,GET,1.043116154213359
104,/users,GET,1.043116154213359
105,/users,GET,1.0431160614453638
106,/users,GET,1.043116154213359
107,/users,GET,1.0431160614453638
108,/users,GET,1.0431160614453638
109,/users,GET,1.0431160614453638
110,/users,GET,1.0431160614453638
111,/users,GET,1.043116154213359
112,/users,GET,1.0431160614453638
113,/users,GET,1.043116154213359
114,/users,GET,1.0431160614453638
115,/users,GET,1.0431160614453638
116,/users,GET,1.0431160614453638
117,/users,GET,1.0431159686773688
118,/users,GET,1.0431160614453638
119,/users,GET,1.043116154213359
120,/users,GET,1.043116154213359
121,/users,GET,1.0431160614453638
122,/users,GET,1.043116154213359
123,/users,GET,1.0431160614453638
124,/users,GET,1.0431160614453638
125,/users,GET,1.043116154213359
126,/users,GET,1.043116154213359
127,/users,GET,1.043116154213359
128,/users,GET,1.043116154213359
129,/users,GET,1.043116154213359
130,/users,GET,1.0431160614453638
131,/users,GET,1.0431160614453638
132,/users,GET,1.0431160614453638
133,/users,GET,1.043116154213359
134,/users,GET,1.043116154213359
135,/users,GET,1.0431160614453638
136,/users,GET,1.043116154213359
137,/users,GET,1.0431160614453638
138,/users,GET,1.043116154213359
139,/users,GET,1.043116154213359
140,/users,GET,1.043116154213359
141,/users,GET,1.043116154213359
142,/users,GET,1.043116154213359
143,/users,GET,1.0431160614453638
144,/users,GET,1.0431160614453638
145,/users,GET,1.0431160614453638
146,/users,GET,1.0431160614453638
147,/users,GET,1.0431160614453638
148,/users,GET,1.0431160614453638
149,/users,GET,1.0431160614453638
150,/users,GET,1.0431160614453638
151,/users,GET,1.043116154213359
152,/users,GET,1.043116154213359
153,/users,GET,1.0431160614453638
154,/users,GET,1.0431160614453638
155,/users,GET,1.043116154213359
156,/users,GET,1.0431159686773688
157,/users,GET,1.043116154213359
158,/users,GET,1.0431160614453638
159,/users,GET,1.043116154213359
160,/users,GET,1.043116154213359
161,/users,GET,1.0431160614453638
162,/users,GET,1.0431159686773688
163,/users,GET,1.0431159686773688
164,/users,GET,1.043116154213359
165,/users,GET,1.0431159686773688
166,/users,GET,1.043116154213359
167,/users,GET,1.043116154213359
168,/users,GET,1.043116154213359
169,/users,GET,1.0431160614453638
170,/users,GET,1.0431160614453638
171,/users,GET,1.0431160614453638
172,/users,GET,1.0431160614453638
173,/users,GET,1.0431160614453638
174,/users,GET,1.043116154213359
175,/users,GET,1.0431160614453638
176,/users,GET,1.043116154213359
177,/users,GET,1.043116154213359
178,/users,GET,1.043116154213359
179,/users,GET,1.0431160614453638
180,/users,GET,1.0431160614453638
1,/users,PUT,1.3037820254637766
2,/users,PUT,1.2684852371036757
3,/users,PUT,1.2878255233404805
4,/users,PUT,1.288225057429942
5,/users,PUT,1.2791977229922842
6,/users,PUT,1.2770247092537417
7,/users,PUT,1.282580106460431
8,/users,PUT,1.2811292129462464
9,/users,PUT,1.278809306525382
10,/users,PUT,1.2789690676369656
11,/users,PUT,1.2794661216597447
12,/users,PUT,1.2797530788782494
13,/users,PUT,1.279607411760619
14,/users,PUT,1.2795255615472874
15,/users,PUT,1.279571170061882
16,/users,PUT,1.2795780857483559
17,/users,PUT,1.2795767726433291
18,/users,PUT,1.2795695943358498
19,/users,PUT,1.279574321513946
20,/users,PUT,1.2795763349416536
21,/users,PUT,1.2795748467559567
22,/users,PUT,1.2795741464332757
23,/users,PUT,1.2795741464332757
24,/users,PUT,1.2795744965946163
25,/users,PUT,1.279574409054281
26,/users,PUT,1.279574409054281
27,/users,PUT,1.279574321513946
28,/users,PUT,1.279574409054281
29,/users,PUT,1.279574321513946
30,/users,PUT,1.279574409054281
31,/users,PUT,1.2795744965946163
32,/users,PUT,1.279574409054281
